高雄市	鹽埕區	803
高雄市	鼓山區	804
高雄市	旗津區	805
高雄市	前鎮區	806
高雄市	三民區	807
高雄市	楠梓區	811
高雄市	小港區	812
高雄市	左營區	813
高雄市	仁武區	814
高雄市	大社區	815
高雄市	岡山區	820
高雄市	路竹區	821
高雄市	阿蓮區	822
高雄市	田寮區	823
高雄市	燕巢區	824
高雄市	橋頭區	825
高雄市	梓官區	826
高雄市	彌陀區	827
高雄市	永安區	828
高雄市	湖內區	829
高雄市	鳳山區	830
高雄市	大寮區	831
高雄市	林園區	832
高雄市	鳥松區	833
高雄市	大樹區	840
高雄市	旗山區	842
高雄市	美濃區	843
高雄市	六龜區	844
高雄市	內門區	845
高雄市	杉林區	846
高雄市	甲仙區	847
高雄市	桃源區	848
高雄市	那瑪夏區	849
高雄市	茂林區	851
高雄市	茄萣區	852
嘉義縣	六腳	615
屏東縣	萬巒	923
嘉義縣	新港	616
屏東縣	崁頂	924
嘉義縣	民雄	621
屏東縣	新埤	925
嘉義縣	大林	622
屏東縣	南州	926
嘉義縣	溪口	623
屏東縣	林邊	927
嘉義縣	義竹	624
屏東縣	東港	928
嘉義縣	布袋	625
屏東縣	琉球	929
屏東縣	佳冬	931
雲林縣	斗南	630
屏東縣	新園	932
雲林縣	大埤	631
屏東縣	枋寮	940
雲林縣	虎尾	632
屏東縣	枋山	941
雲林縣	土庫	633
屏東縣	春日	942
雲林縣	褒忠	634
屏東縣	獅子	943
彰化縣	彰化	500
雲林縣	東勢	635
屏東縣	車城	944
彰化縣	芬園	502
雲林縣	臺西	636
屏東縣	牡丹	945
彰化縣	花壇	503
雲林縣	崙背	637
屏東縣	恆春	946
彰化縣	秀水	504
雲林縣	麥寮	638
屏東縣	滿州	947
彰化縣	鹿港	505
雲林縣	斗六	640
彰化縣	福興	506
雲林縣	林內	643
臺東縣	臺東	950
彰化縣	線西	507
雲林縣	古坑	646
臺東縣	綠島	951
彰化縣	和美	508
雲林縣	莿桐	647
臺東縣	蘭嶼	952
彰化縣	伸港	509
雲林縣	西螺	648
臺東縣	延平	953
彰化縣	員林	510
雲林縣	二崙	649
臺東縣	卑南	954
彰化縣	社頭	511
雲林縣	北港	651
臺東縣	鹿野	955
彰化縣	永靖	512
雲林縣	水林	652
臺東縣	關山	956
彰化縣	埔心	513
雲林縣	口湖	653
臺東縣	海端	957
彰化縣	溪湖	514
雲林縣	四湖	654
臺東縣	池上	958
彰化縣	大村	515
雲林縣	元長	655
臺東縣	東河	959
彰化縣	埔鹽	516
臺東縣	成功	961
彰化縣	田中	520
臺南市	中西區	700
臺東縣	長濱	962
苗栗縣	竹南	350
彰化縣	北斗	521
臺南市	東區	701
臺東縣	太麻里	963
苗栗縣	頭份	351
彰化縣	田尾	522
臺南市	南區	702
臺東縣	金峰	964
苗栗縣	三灣	352
彰化縣	埤頭	523
臺南市	北區	704
臺東縣	大武	965
苗栗縣	南庄	353
彰化縣	溪州	524
臺南市	安平區	708
臺東縣	達仁	966
苗栗縣	獅潭	354
彰化縣	竹塘	525
臺南市	安南區	709
苗栗縣	後龍	356
彰化縣	二林	526
臺南市	永康區	710
花蓮縣	花蓮	970
苗栗縣	通霄	357
彰化縣	大城	527
臺南市	歸仁區	711
花蓮縣	新城	971
苗栗縣	苑裡	358
彰化縣	芳苑	528
臺南市	新化區	712
花蓮縣	秀林	972
苗栗縣	苗栗	360
彰化縣	二水	530
臺南市	左鎮區	713
花蓮縣	吉安	973
苗栗縣	造橋	361
臺南市	玉井區	714
花蓮縣	壽豐	974
苗栗縣	頭屋	362
南投縣	南投	540
臺南市	楠西區	715
高雄市	東沙	817
花蓮縣	鳳林	975
苗栗縣	公館	363
南投縣	中寮	541
臺南市	南化區	716
高雄市	南沙	819
花蓮縣	光復	976
苗栗縣	大湖	364
南投縣	草屯	542
臺南市	仁德區	717
花蓮縣	豐濱	977
苗栗縣	泰安	365
南投縣	國姓	544
臺南市	關廟區	718
澎湖縣	馬公	880
花蓮縣	瑞穗	978
苗栗縣	銅鑼	366
南投縣	埔里	545
臺南市	龍崎區	719
澎湖縣	西嶼	881
花蓮縣	萬榮	979
苗栗縣	三義	367
南投縣	仁愛	546
臺南市	官田區	720
澎湖縣	望安	882
花蓮縣	玉里	981
苗栗縣	西湖	368
南投縣	名間	551
臺南市	麻豆區	721
澎湖縣	七美	883
花蓮縣	卓溪	982
苗栗縣	卓蘭	369
南投縣	集集	552
臺南市	佳里區	722
澎湖縣	白沙	884
花蓮縣	富里	983
南投縣	水里	553
臺南市	西港區	723
澎湖縣	湖西	885
南投縣	魚池	555
臺南市	七股區	724
金門縣	金沙	890
南投縣	信義	556
臺南市	將軍區	725
屏東縣	屏東	900
金門縣	金湖	891
南投縣	竹山	557
臺南市	學甲區	726
屏東縣	三地門	901
金門縣	金寧	892
南投縣	鹿谷	558
臺南市	北門區	727
屏東縣	霧臺	902
金門縣	金城	893
嘉義市	嘉義市	600
臺南市	新營區	730
屏東縣	瑪家	903
金門縣	烈嶼	894
臺南市	後壁區	731
屏東縣	九如	904
金門縣	烏坵	896
嘉義縣	番路	602
臺南市	白河區	732
屏東縣	里港	905
嘉義縣	梅山	603
臺南市	東山區	733
屏東縣	高樹	906
新北市	南竿	209
嘉義縣	竹崎	604
臺南市	六甲區	734
屏東縣	鹽埔	907
新北市	北竿	210
嘉義縣	阿里山	605
臺南市	下營區	735
屏東縣	長治	908
新北市	莒光	211
嘉義縣	中埔	606
臺南市	柳營區	736
屏東縣	麟洛	909
新北市	東引	212
嘉義縣	大埔	607
臺南市	鹽水區	737
屏東縣	竹田	911
嘉義縣	水上	608
臺南市	善化區	741
屏東縣	內埔	912
嘉義縣	鹿草	611
臺南市	大內區	742
屏東縣	萬丹	913
嘉義縣	太保	612
臺南市	山上區	743
屏東縣	潮州	920
	釣魚臺	290
嘉義縣	朴子	613
臺南市	新市區	744
屏東縣	泰武	921
嘉義縣	東石	614
臺南市	安定區	745
屏東縣	來義	922
